activity_id,lead_id,channel,attempt_number,activity_date,response_received,response_type,meeting_booked
A001886,L0230,Cold Call,4,2024-09-15,No,No Response,No
A001887,L0230,Email,5,2024-09-12,No,No Response,No
A001888,L0230,LinkedIn,5,2024-09-04,Yes,Interested,No
A001889,L0231,Email,1,2024-10-20,No,No Response,No
A001890,L0231,LinkedIn,1,2024-09-04,No,No Response,No
A001891,L0231,Cold Call,1,2024-09-07,No,No Response,No
A001892,L0231,Email,2,2024-09-18,No,No Response,No
A001893,L0231,LinkedIn,2,2024-09-08,No,No Response,No
A001894,L0231,Cold Call,2,2024-09-28,No,No Response,No
A001895,L0231,Email,3,2024-10-27,No,No Response,No
A001896,L0231,LinkedIn,3,2024-10-26,No,No Response,No
A001897,L0231,Cold Call,3,2024-09-14,Yes,Interested,Yes
A001898,L0232,Email,1,2024-10-03,No,No Response,No
A001899,L0232,LinkedIn,1,2024-10-03,No,No Response,No
A001900,L0232,Cold Call,1,2024-10-03,No,No Response,No
A001901,L0232,Email,2,2024-09-19,No,No Response,No
A001902,L0232,LinkedIn,2,2024-10-19,Yes,Not Now,No
A001903,L0233,Email,1,2024-10-17,No,No Response,No
A001904,L0233,LinkedIn,1,2024-09-13,No,No Response,No
A001905,L0233,Cold Call,1,2024-09-03,No,No Response,No
A001906,L0233,Email,2,2024-09-19,No,No Response,No
A001907,L0233,LinkedIn,2,2024-09-15,No,No Response,No
A001908,L0233,Cold Call,2,2024-10-05,No,No Response,No
A001909,L0233,Email,3,2024-10-29,No,No Response,No
A001910,L0233,LinkedIn,3,2024-09-25,No,No Response,No
A001911,L0233,Cold Call,3,2024-09-09,No,No Response,No
A001912,L0233,Email,4,2024-10-18,No,No Response,No
A001913,L0233,LinkedIn,4,2024-10-31,No,No Response,No
A001914,L0233,Cold Call,4,2024-09-01,No,No Response,No
A001915,L0233,Email,5,2024-09-02,No,No Response,No
A001916,L0233,LinkedIn,5,2024-10-30,No,No Response,No
A001917,L0233,Cold Call,5,2024-09-06,No,No Response,No
A001918,L0234,Email,1,2024-09-19,No,No Response,No
A001919,L0234,LinkedIn,1,2024-09-27,No,No Response,No
A001920,L0234,Cold Call,1,2024-10-07,No,No Response,No
A001921,L0234,Email,2,2024-10-10,No,No Response,No
A001922,L0234,LinkedIn,2,2024-09-24,No,No Response,No
A001923,L0234,Cold Call,2,2024-09-28,No,No Response,No
A001924,L0234,Email,3,2024-10-12,No,No Response,No
A001925,L0234,LinkedIn,3,2024-09-27,No,No Response,No
A001926,L0234,Cold Call,3,2024-09-26,No,No Response,No
A001927,L0234,Email,4,2024-09-23,Yes,Interested,No
A001928,L0235,Email,1,2024-10-11,No,No Response,No
A001929,L0235,LinkedIn,1,2024-10-02,No,No Response,No
A001930,L0235,Cold Call,1,2024-09-14,No,No Response,No
A001931,L0235,Email,2,2024-09-26,No,No Response,No
A001932,L0235,LinkedIn,2,2024-10-13,No,No Response,No
A001933,L0235,Cold Call,2,2024-10-18,No,No Response,No
A001934,L0235,Email,3,2024-10-12,No,No Response,No
A001935,L0235,LinkedIn,3,2024-09-09,No,No Response,No
A001936,L0235,Cold Call,3,2024-09-17,No,No Response,No
A001937,L0235,Email,4,2024-10-27,No,No Response,No
A001938,L0235,LinkedIn,4,2024-10-03,No,No Response,No
A001939,L0235,Cold Call,4,2024-10-03,No,No Response,No
A001940,L0235,Email,5,2024-09-16,No,No Response,No
A001941,L0235,LinkedIn,5,2024-10-30,Yes,Interested,No
A001942,L0236,Email,1,2024-09-04,No,No Response,No
A001943,L0236,LinkedIn,1,2024-10-18,No,No Response,No
A001944,L0236,Cold Call,1,2024-09-13,No,No Response,No
A001945,L0236,Email,2,2024-10-21,No,No Response,No
A001946,L0236,LinkedIn,2,2024-09-09,No,No Response,No
A001947,L0236,Cold Call,2,2024-09-18,No,No Response,No
A001948,L0236,Email,3,2024-10-17,No,No Response,No
A001949,L0236,LinkedIn,3,2024-10-22,No,No Response,No
A001950,L0236,Cold Call,3,2024-10-31,No,No Response,No
A001951,L0236,Email,4,2024-10-22,No,No Response,No
A001952,L0236,LinkedIn,4,2024-10-20,No,No Response,No
A001953,L0236,Cold Call,4,2024-10-16,Yes,Interested,No
A001954,L0237,Email,1,2024-10-09,No,No Response,No
A001955,L0237,LinkedIn,1,2024-10-17,No,No Response,No
A001956,L0237,Cold Call,1,2024-10-29,No,No Response,No
A001957,L0237,Email,2,2024-10-07,No,No Response,No
A001958,L0237,LinkedIn,2,2024-10-27,No,No Response,No
A001959,L0237,Cold Call,2,2024-09-08,No,No Response,No
A001960,L0237,Email,3,2024-10-10,No,No Response,No
A001961,L0237,LinkedIn,3,2024-10-09,No,No Response,No
A001962,L0237,Cold Call,3,2024-09-01,No,No Response,No
A001963,L0237,Email,4,2024-09-09,No,No Response,No
A001964,L0237,LinkedIn,4,2024-09-10,No,No Response,No
A001965,L0237,Cold Call,4,2024-10-07,No,No Response,No
A001966,L0237,Email,5,2024-10-17,No,No Response,No
A001967,L0237,LinkedIn,5,2024-10-31,No,No Response,No
A001968,L0237,Cold Call,5,2024-09-09,No,No Response,No
A001969,L0238,Email,1,2024-10-13,No,No Response,No
A001970,L0238,LinkedIn,1,2024-09-20,No,No Response,No
A001971,L0238,Cold Call,1,2024-09-15,No,No Response,No
A001972,L0238,Email,2,2024-10-28,No,No Response,No
A001973,L0238,LinkedIn,2,2024-09-20,No,No Response,No
A001974,L0238,Cold Call,2,2024-10-01,No,No Response,No
A001975,L0238,Email,3,2024-10-07,No,No Response,No
A001976,L0238,LinkedIn,3,2024-10-28,No,No Response,No
A001977,L0238,Cold Call,3,2024-10-29,No,No Response,No
A001978,L0238,Email,4,2024-10-24,Yes,Interested,No
A001979,L0239,Email,1,2024-09-11,No,No Response,No
A001980,L0239,LinkedIn,1,2024-09-12,No,No Response,No
A001981,L0239,Cold Call,1,2024-09-02,No,No Response,No
A001982,L0239,Email,2,2024-10-22,No,No Response,No
A001983,L0239,LinkedIn,2,2024-10-18,No,No Response,No
A001984,L0239,Cold Call,2,2024-10-02,No,No Response,No
A001985,L0239,Email,3,2024-09-17,No,No Response,No
A001986,L0239,LinkedIn,3,2024-09-01,No,No Response,No
A001987,L0239,Cold Call,3,2024-09-24,No,No Response,No
A001988,L0239,Email,4,2024-10-02,No,No Response,No
A001989,L0239,LinkedIn,4,2024-09-30,No,No Response,No
A001990,L0239,Cold Call,4,2024-10-18,No,No Response,No
A001991,L0239,Email,5,2024-09-22,No,No Response,No
A001992,L0239,LinkedIn,5,2024-09-29,No,No Response,No
A001993,L0239,Cold Call,5,2024-10-23,No,No Response,No
A001994,L0240,Email,1,2024-09-20,No,No Response,No
A001995,L0240,LinkedIn,1,2024-10-30,No,No Response,No
A001996,L0240,Cold Call,1,2024-10-18,No,No Response,No
A001997,L0240,Email,2,2024-09-24,Yes,Not Now,No
A001998,L0241,Email,1,2024-09-03,No,No Response,No
A001999,L0241,LinkedIn,1,2024-10-07,No,No Response,No
A002000,L0241,Cold Call,1,2024-09-16,No,No Response,No
A002001,L0241,Email,2,2024-09-13,No,No Response,No
A002002,L0241,LinkedIn,2,2024-09-12,No,No Response,No
A002003,L0241,Cold Call,2,2024-09-05,No,No Response,No
A002004,L0241,Email,3,2024-10-25,No,No Response,No
A002005,L0241,LinkedIn,3,2024-10-15,No,No Response,No
A002006,L0241,Cold Call,3,2024-09-17,Yes,Not Now,No
A002007,L0242,Email,1,2024-09-17,No,No Response,No
A002008,L0242,LinkedIn,1,2024-09-10,Yes,Not Now,No
A002009,L0243,Email,1,2024-10-16,No,No Response,No
A002010,L0243,LinkedIn,1,2024-10-01,No,No Response,No
A002011,L0243,Cold Call,1,2024-09-29,No,No Response,No
A002012,L0243,Email,2,2024-09-09,Yes,Interested,No
A002013,L0244,Email,1,2024-10-20,No,No Response,No
A002014,L0244,LinkedIn,1,2024-10-28,No,No Response,No
A002015,L0244,Cold Call,1,2024-09-27,No,No Response,No
A002016,L0244,Email,2,2024-09-27,No,No Response,No
A002017,L0244,LinkedIn,2,2024-10-21,No,No Response,No
A002018,L0244,Cold Call,2,2024-10-24,No,No Response,No
A002019,L0244,Email,3,2024-09-21,No,No Response,No
A002020,L0244,LinkedIn,3,2024-09-12,No,No Response,No
A002021,L0244,Cold Call,3,2024-10-30,No,No Response,No
A002022,L0244,Email,4,2024-10-02,No,No Response,No
A002023,L0244,LinkedIn,4,2024-10-04,Yes,Interested,No
A002024,L0245,Email,1,2024-10-29,No,No Response,No
A002025,L0245,LinkedIn,1,2024-10-15,No,No Response,No
A002026,L0245,Cold Call,1,2024-10-19,No,No Response,No
A002027,L0245,Email,2,2024-09-10,No,No Response,No
A002028,L0245,LinkedIn,2,2024-09-02,No,No Response,No
A002029,L0245,Cold Call,2,2024-09-14,No,No Response,No
A002030,L0245,Email,3,2024-09-23,No,No Response,No
A002031,L0245,LinkedIn,3,2024-09-27,No,No Response,No
A002032,L0245,Cold Call,3,2024-09-13,No,No Response,No
A002033,L0245,Email,4,2024-10-27,No,No Response,No
A002034,L0245,LinkedIn,4,2024-09-09,No,No Response,No
A002035,L0245,Cold Call,4,2024-09-16,No,No Response,No
A002036,L0245,Email,5,2024-09-27,Yes,Not Now,No
A002037,L0246,Email,1,2024-10-19,No,No Response,No
A002038,L0246,LinkedIn,1,2024-09-28,No,No Response,No
A002039,L0246,Cold Call,1,2024-09-05,No,No Response,No
A002040,L0246,Email,2,2024-09-24,Yes,Not Now,No
A002041,L0247,Email,1,2024-10-02,No,No Response,No
A002042,L0247,LinkedIn,1,2024-10-23,No,No Response,No
A002043,L0247,Cold Call,1,2024-09-10,No,No Response,No
A002044,L0247,Email,2,2024-09-08,No,No Response,No
A002045,L0247,LinkedIn,2,2024-10-26,Yes,Not Now,No
A002046,L0248,Email,1,2024-10-21,No,No Response,No
A002047,L0248,LinkedIn,1,2024-10-04,No,No Response,No
A002048,L0248,Cold Call,1,2024-10-14,No,No Response,No
A002049,L0248,Email,2,2024-09-28,No,No Response,No
A002050,L0248,LinkedIn,2,2024-09-05,No,No Response,No
A002051,L0248,Cold Call,2,2024-09-01,No,No Response,No
A002052,L0248,Email,3,2024-10-20,No,No Response,No
A002053,L0248,LinkedIn,3,2024-09-20,No,No Response,No
A002054,L0248,Cold Call,3,2024-09-25,No,No Response,No
A002055,L0248,Email,4,2024-09-28,No,No Response,No
A002056,L0248,LinkedIn,4,2024-09-07,No,No Response,No
A002057,L0248,Cold Call,4,2024-09-20,No,No Response,No
A002058,L0248,Email,5,2024-09-20,Yes,Not Now,No
A002059,L0249,Email,1,2024-10-28,No,No Response,No
A002060,L0249,LinkedIn,1,2024-09-25,No,No Response,No
A002061,L0249,Cold Call,1,2024-10-17,No,No Response,No
A002062,L0249,Email,2,2024-10-07,No,No Response,No
A002063,L0249,LinkedIn,2,2024-10-24,No,No Response,No
A002064,L0249,Cold Call,2,2024-10-13,No,No Response,No
A002065,L0249,Email,3,2024-09-24,No,No Response,No
A002066,L0249,LinkedIn,3,2024-10-31,No,No Response,No
A002067,L0249,Cold Call,3,2024-09-14,No,No Response,No
A002068,L0249,Email,4,2024-10-05,No,No Response,No
A002069,L0249,LinkedIn,4,2024-09-14,Yes,Not Now,No
A002070,L0250,Email,1,2024-10-28,Yes,Interested,No
A002071,L0251,Email,1,2024-09-29,No,No Response,No
A002072,L0251,LinkedIn,1,2024-10-04,No,No Response,No
A002073,L0251,Cold Call,1,2024-10-04,No,No Response,No
A002074,L0251,Email,2,2024-10-22,No,No Response,No
A002075,L0251,LinkedIn,2,2024-09-03,Yes,Not Now,No
A002076,L0252,Email,1,2024-09-26,No,No Response,No
A002077,L0252,LinkedIn,1,2024-09-01,No,No Response,No
A002078,L0252,Cold Call,1,2024-09-15,Yes,Not Now,No
A002079,L0253,Email,1,2024-10-08,No,No Response,No
A002080,L0253,LinkedIn,1,2024-10-31,No,No Response,No
A002081,L0253,Cold Call,1,2024-10-16,No,No Response,No
A002082,L0253,Email,2,2024-09-17,No,No Response,No
A002083,L0253,LinkedIn,2,2024-09-18,No,No Response,No
A002084,L0253,Cold Call,2,2024-10-31,No,No Response,No
A002085,L0253,Email,3,2024-10-02,No,No Response,No
A002086,L0253,LinkedIn,3,2024-10-31,No,No Response,No
A002087,L0253,Cold Call,3,2024-10-31,No,No Response,No
A002088,L0253,Email,4,2024-10-18,No,No Response,No
A002089,L0253,LinkedIn,4,2024-09-01,No,No Response,No
A002090,L0253,Cold Call,4,2024-10-22,No,No Response,No
A002091,L0253,Email,5,2024-10-16,No,No Response,No
A002092,L0253,LinkedIn,5,2024-10-29,No,No Response,No
A002093,L0253,Cold Call,5,2024-09-13,No,No Response,No
A002094,L0254,Email,1,2024-10-12,No,No Response,No
A002095,L0254,LinkedIn,1,2024-10-15,No,No Response,No
A002096,L0254,Cold Call,1,2024-09-11,No,No Response,No
A002097,L0254,Email,2,2024-10-16,No,No Response,No
A002098,L0254,LinkedIn,2,2024-10-31,No,No Response,No
A002099,L0254,Cold Call,2,2024-09-03,No,No Response,No
A002100,L0254,Email,3,2024-10-22,No,No Response,No
A002101,L0254,LinkedIn,3,2024-09-17,No,No Response,No
A002102,L0254,Cold Call,3,2024-09-03,No,No Response,No
A002103,L0254,Email,4,2024-09-07,No,No Response,No
A002104,L0254,LinkedIn,4,2024-10-13,No,No Response,No
A002105,L0254,Cold Call,4,2024-09-20,No,No Response,No
A002106,L0254,Email,5,2024-10-09,No,No Response,No
A002107,L0254,LinkedIn,5,2024-09-12,Yes,Interested,No
A002108,L0255,Email,1,2024-09-11,No,No Response,No
A002109,L0255,LinkedIn,1,2024-09-16,No,No Response,No
A002110,L0255,Cold Call,1,2024-09-17,No,No Response,No
A002111,L0255,Email,2,2024-10-06,No,No Response,No
A002112,L0255,LinkedIn,2,2024-10-17,No,No Response,No
A002113,L0255,Cold Call,2,2024-10-17,Yes,Interested,No
A002114,L0256,Email,1,2024-10-07,No,No Response,No
A002115,L0256,LinkedIn,1,2024-10-03,No,No Response,No
A002116,L0256,Cold Call,1,2024-09-11,No,No Response,No
A002117,L0256,Email,2,2024-09-13,No,No Response,No
A002118,L0256,LinkedIn,2,2024-09-10,No,No Response,No
A002119,L0256,Cold Call,2,2024-09-29,No,No Response,No
A002120,L0256,Email,3,2024-09-23,No,No Response,No
A002121,L0256,LinkedIn,3,2024-10-08,Yes,Interested,Yes
A002122,L0257,Email,1,2024-09-18,No,No Response,No
A002123,L0257,LinkedIn,1,2024-09-08,No,No Response,No
A002124,L0257,Cold Call,1,2024-10-05,No,No Response,No
A002125,L0257,Email,2,2024-09-19,No,No Response,No
A002126,L0257,LinkedIn,2,2024-09-24,No,No Response,No
A002127,L0257,Cold Call,2,2024-09-07,No,No Response,No
A002128,L0257,Email,3,2024-10-22,No,No Response,No
A002129,L0257,LinkedIn,3,2024-09-03,No,No Response,No
A002130,L0257,Cold Call,3,2024-10-15,No,No Response,No
A002131,L0257,Email,4,2024-09-04,No,No Response,No
A002132,L0257,LinkedIn,4,2024-10-08,No,No Response,No
A002133,L0257,Cold Call,4,2024-09-01,No,No Response,No
A002134,L0257,Email,5,2024-09-20,No,No Response,No
A002135,L0257,LinkedIn,5,2024-09-14,No,No Response,No
A002136,L0257,Cold Call,5,2024-10-31,Yes,Not Now,No
A002137,L0258,Email,1,2024-09-10,No,No Response,No
A002138,L0258,LinkedIn,1,2024-10-11,No,No Response,No
A002139,L0258,Cold Call,1,2024-09-01,No,No Response,No
A002140,L0258,Email,2,2024-10-21,No,No Response,No
A002141,L0258,LinkedIn,2,2024-10-07,No,No Response,No
A002142,L0258,Cold Call,2,2024-10-02,No,No Response,No
A002143,L0258,Email,3,2024-09-21,No,No Response,No
A002144,L0258,LinkedIn,3,2024-09-01,No,No Response,No
A002145,L0258,Cold Call,3,2024-10-28,No,No Response,No
A002146,L0258,Email,4,2024-10-20,No,No Response,No
A002147,L0258,LinkedIn,4,2024-09-03,No,No Response,No
A002148,L0258,Cold Call,4,2024-10-08,No,No Response,No
A002149,L0258,Email,5,2024-09-30,No,No Response,No
A002150,L0258,LinkedIn,5,2024-10-06,No,No Response,No
A002151,L0258,Cold Call,5,2024-10-20,No,No Response,No
A002152,L0259,Email,1,2024-09-10,No,No Response,No
A002153,L0259,LinkedIn,1,2024-10-18,No,No Response,No
A002154,L0259,Cold Call,1,2024-10-06,No,No Response,No
A002155,L0259,Email,2,2024-10-05,No,No Response,No
A002156,L0259,LinkedIn,2,2024-10-09,No,No Response,No
A002157,L0259,Cold Call,2,2024-10-06,No,No Response,No
A002158,L0259,Email,3,2024-09-22,No,No Response,No
A002159,L0259,LinkedIn,3,2024-09-06,No,No Response,No
A002160,L0259,Cold Call,3,2024-10-28,No,No Response,No
A002161,L0259,Email,4,2024-09-03,No,No Response,No
A002162,L0259,LinkedIn,4,2024-09-18,No,No Response,No
A002163,L0259,Cold Call,4,2024-09-24,No,No Response,No
A002164,L0259,Email,5,2024-10-21,No,No Response,No
A002165,L0259,LinkedIn,5,2024-10-22,No,No Response,No
A002166,L0259,Cold Call,5,2024-10-31,No,No Response,No
A002167,L0260,Email,1,2024-09-02,No,No Response,No
A002168,L0260,LinkedIn,1,2024-10-31,No,No Response,No
A002169,L0260,Cold Call,1,2024-09-06,No,No Response,No
A002170,L0260,Email,2,2024-09-07,No,No Response,No
A002171,L0260,LinkedIn,2,2024-10-23,No,No Response,No
A002172,L0260,Cold Call,2,2024-10-23,No,No Response,No
A002173,L0260,Email,3,2024-10-31,No,No Response,No
A002174,L0260,LinkedIn,3,2024-09-13,No,No Response,No
A002175,L0260,Cold Call,3,2024-10-26,No,No Response,No
A002176,L0260,Email,4,2024-09-16,Yes,Interested,No
A002177,L0261,Email,1,2024-09-08,Yes,Interested,No
A002178,L0262,Email,1,2024-09-22,No,No Response,No
A002179,L0262,LinkedIn,1,2024-10-23,No,No Response,No
A002180,L0262,Cold Call,1,2024-09-07,No,No Response,No
A002181,L0262,Email,2,2024-10-28,No,No Response,No
A002182,L0262,LinkedIn,2,2024-10-04,No,No Response,No
A002183,L0262,Cold Call,2,2024-10-23,No,No Response,No
A002184,L0262,Email,3,2024-09-16,No,No Response,No
A002185,L0262,LinkedIn,3,2024-09-01,No,No Response,No
A002186,L0262,Cold Call,3,2024-09-22,No,No Response,No
A002187,L0262,Email,4,2024-10-19,No,No Response,No
A002188,L0262,LinkedIn,4,2024-10-06,No,No Response,No
A002189,L0262,Cold Call,4,2024-09-05,No,No Response,No
A002190,L0262,Email,5,2024-10-13,Yes,Interested,No
A002191,L0263,Email,1,2024-09-17,No,No Response,No
A002192,L0263,LinkedIn,1,2024-10-01,No,No Response,No
A002193,L0263,Cold Call,1,2024-09-30,No,No Response,No
A002194,L0263,Email,2,2024-10-10,No,No Response,No
A002195,L0263,LinkedIn,2,2024-09-04,No,No Response,No
A002196,L0263,Cold Call,2,2024-09-14,No,No Response,No
A002197,L0263,Email,3,2024-10-19,Yes,Not Now,No
A002198,L0264,Email,1,2024-09-16,No,No Response,No
A002199,L0264,LinkedIn,1,2024-09-23,No,No Response,No
A002200,L0264,Cold Call,1,2024-09-27,No,No Response,No
A002201,L0264,Email,2,2024-10-30,No,No Response,No
A002202,L0264,LinkedIn,2,2024-10-30,Yes,Interested,Yes
A002203,L0265,Email,1,2024-10-05,No,No Response,No
A002204,L0265,LinkedIn,1,2024-09-09,No,No Response,No
A002205,L0265,Cold Call,1,2024-09-25,No,No Response,No
A002206,L0265,Email,2,2024-09-08,No,No Response,No
A002207,L0265,LinkedIn,2,2024-09-04,No,No Response,No
A002208,L0265,Cold Call,2,2024-10-27,No,No Response,No
A002209,L0265,Email,3,2024-09-03,No,No Response,No
A002210,L0265,LinkedIn,3,2024-10-24,No,No Response,No
A002211,L0265,Cold Call,3,2024-10-18,Yes,Interested,Yes
A002212,L0266,Email,1,2024-10-18,No,No Response,No
A002213,L0266,LinkedIn,1,2024-10-09,No,No Response,No
A002214,L0266,Cold Call,1,2024-09-03,Yes,Not Now,No
A002215,L0267,Email,1,2024-09-10,No,No Response,No
A002216,L0267,LinkedIn,1,2024-09-08,No,No Response,No
A002217,L0267,Cold Call,1,2024-10-08,No,No Response,No
A002218,L0267,Email,2,2024-09-23,No,No Response,No
A002219,L0267,LinkedIn,2,2024-09-04,No,No Response,No
A002220,L0267,Cold Call,2,2024-10-29,No,No Response,No
A002221,L0267,Email,3,2024-09-19,No,No Response,No
A002222,L0267,LinkedIn,3,2024-10-28,Yes,Interested,No
A002223,L0268,Email,1,2024-10-21,No,No Response,No
A002224,L0268,LinkedIn,1,2024-09-19,No,No Response,No
A002225,L0268,Cold Call,1,2024-10-17,No,No Response,No
A002226,L0268,Email,2,2024-10-01,No,No Response,No
A002227,L0268,LinkedIn,2,2024-09-02,No,No Response,No
A002228,L0268,Cold Call,2,2024-10-23,No,No Response,No
A002229,L0268,Email,3,2024-09-05,No,No Response,No
A002230,L0268,LinkedIn,3,2024-09-14,No,No Response,No
A002231,L0268,Cold Call,3,2024-10-21,No,No Response,No
A002232,L0268,Email,4,2024-09-16,No,No Response,No
A002233,L0268,LinkedIn,4,2024-09-17,No,No Response,No
A002234,L0268,Cold Call,4,2024-10-10,No,No Response,No
A002235,L0268,Email,5,2024-09-14,No,No Response,No
A002236,L0268,LinkedIn,5,2024-09-20,Yes,Interested,Yes
A002237,L0269,Email,1,2024-09-12,No,No Response,No
A002238,L0269,LinkedIn,1,2024-09-17,No,No Response,No
A002239,L0269,Cold Call,1,2024-09-29,No,No Response,No
A002240,L0269,Email,2,2024-10-13,No,No Response,No
A002241,L0269,LinkedIn,2,2024-10-22,No,No Response,No
A002242,L0269,Cold Call,2,2024-09-22,No,No Response,No
A002243,L0269,Email,3,2024-10-15,No,No Response,No
A002244,L0269,LinkedIn,3,2024-09-24,No,No Response,No
A002245,L0269,Cold Call,3,2024-09-18,No,No Response,No
A002246,L0269,Email,4,2024-10-24,Yes,Interested,Yes
A002247,L0270,Email,1,2024-09-22,No,No Response,No
A002248,L0270,LinkedIn,1,2024-10-31,No,No Response,No
A002249,L0270,Cold Call,1,2024-10-14,No,No Response,No
A002250,L0270,Email,2,2024-10-02,No,No Response,No
A002251,L0270,LinkedIn,2,2024-10-26,No,No Response,No
A002252,L0270,Cold Call,2,2024-10-29,No,No Response,No
A002253,L0270,Email,3,2024-09-19,No,No Response,No
A002254,L0270,LinkedIn,3,2024-09-18,No,No Response,No
A002255,L0270,Cold Call,3,2024-09-21,No,No Response,No
A002256,L0270,Email,4,2024-10-27,No,No Response,No
A002257,L0270,LinkedIn,4,2024-09-07,Yes,Not Now,No
A002258,L0271,Email,1,2024-10-22,No,No Response,No
A002259,L0271,LinkedIn,1,2024-09-26,No,No Response,No
